name;group;type;full_name;time;status;optimal;tle_feas;tle_not_feas;gap;obj_value;bestbound;numnodes;vi_config;best_obj;rpd
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.32;2;1;0;0;0;689.69;689.69;310;1-29,35-42,44-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.27;2;1;0;0;0;689.69;689.69;479;1-29,35-41,43-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.28;2;1;0;0;0;689.69;689.69;348;1-29,35-40,42-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.25;2;1;0;0;0;689.69;689.69;673;1-29,35-39,41-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.22;2;1;0;0;0;689.69;689.69;168;1-29,35-38,40-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.37;2;1;0;0;0;689.69;689.69;371;1-29,35-37,39-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.26;2;1;0;0;0;689.69;689.69;673;1-29,35-36,38-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.43;2;1;0;0;0;689.69;689.69;428;1-29,35,37-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.24;2;1;0;0;0;689.69;689.69;325;1-29,36-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.28;2;1;0;0;0;689.69;689.69;673;1-29,35-46;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.59;2;1;0;0;0;689.69;689.69;399;1-29;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.6;2;1;0;0;0;689.69;689.69;304;1-29,35;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.38;2;1;0;0;0;689.69;689.69;479;1-29,36;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.73;2;1;0;0;0;689.69;689.69;399;1-29,37;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.68;2;1;0;0;0;689.69;689.69;344;1-29,38;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.7;2;1;0;0;0;689.69;689.69;192;1-29,39;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.73;2;1;0;0;0;689.69;689.69;399;1-29,40;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.51;2;1;0;0;0;689.69;689.69;536;1-29,41;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.78;2;1;0;0;0;689.69;689.69;369;1-29,42;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.68;2;1;0;0;0;689.69;689.69;211;1-29,43;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.78;2;1;0;0;0;689.69;689.69;343;1-29,44;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.62;2;1;0;0;0;689.69;689.69;228;1-29,45;689.69;0
lr107;06R_06V_02F_04M;t1;lr107_t1_06R_06V_02F_04M;0.68;2;1;0;0;0;689.69;689.69;401;1-29,46;689.69;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;35.49;694.97;448.29;183090;1-29,35-45;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;31.5;694.97;476.02;295928;1-29,35-44,46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;46.7;694.97;370.45;57998;1-29,35-43,45-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;53.91;694.97;320.3;148505;1-29,35-42,44-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;50.64;694.97;343.03;103479;1-29,35-41,43-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;61.56;694.97;267.15;2520;1-29,35-40,42-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;37.44;694.97;434.75;178035;1-29,35-39,41-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.04;9;0;1;0;48.94;694.97;354.84;192608;1-29,35-38,40-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;45.49;694.97;378.85;181603;1-29,35-37,39-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.09;9;0;1;0;46.9;694.97;369.06;73097;1-29,35-36,38-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;60.13;694.97;277.1;2449;1-29,35,37-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;4.83;694.97;661.39;308154;1-29,36-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;45.53;694.97;378.57;193350;1-29,35-46;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.44;9;0;1;0;41.81;694.97;404.39;163269;1-29;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;69.68;699.39;212.07;7073;1-29,35;694.97;0.0063599867620184455
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;11.36;694.97;616.03;176164;1-29,36;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;42.16;694.97;401.96;140829;1-29,37;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;34.95;694.97;452.05;207660;1-29,38;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;61.96;694.97;264.38;21234;1-29,39;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.01;9;0;1;0;43.19;694.97;394.81;100802;1-29,40;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.08;9;0;1;0;49.7;694.97;349.54;103678;1-29,41;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;33.43;694.97;462.66;163444;1-29,42;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;62.77;694.97;258.76;2391;1-29,43;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;58.29;695.16;289.92;58958;1-29,44;694.97;2.7339309610478274e-4
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.02;9;0;1;0;36.19;694.97;443.47;134649;1-29,45;694.97;0
lr108;08R_08V_04F_04M;t1;lr108_t1_08R_08V_04F_04M;600.03;9;0;1;0;64.15;701.03;251.32;2422;1-29,46;694.97;0.008719800854713074
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600;9;0;1;0;8.97;1375.11;1251.77;1616197;1-29,35-45;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;7.75;1375.11;1268.6;1699709;1-29,35-44,46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600;9;0;1;0;7.62;1375.11;1270.38;1784178;1-29,35-43,45-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600;9;0;1;0;7.9;1375.11;1266.5;2203872;1-29,35-42,44-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600;9;0;1;0;7.33;1375.11;1274.32;1893496;1-29,35-41,43-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;7.33;1375.11;1274.32;2238287;1-29,35-40,42-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600;9;0;1;0;7.77;1375.11;1268.33;1692165;1-29,35-39,41-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;7.32;1375.11;1274.46;1748518;1-29,35-38,40-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;2.59;1375.11;1339.46;1460949;1-29,35-37,39-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600;9;0;1;0;7.77;1375.11;1268.33;1690189;1-29,35-36,38-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;7.77;1375.11;1268.2;1747378;1-29,35,37-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;7.91;1375.11;1266.34;1674674;1-29,36-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600;9;0;1;0;7.77;1375.11;1268.33;1690386;1-29,35-46;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;5.56;1375.11;1298.7;74429;1-29;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;9.36;1375.11;1246.44;274672;1-29,35;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;9.15;1375.11;1249.35;659334;1-29,36;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;5.56;1375.11;1298.7;74389;1-29,37;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;7.14;1375.11;1276.97;475347;1-29,38;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;9.81;1375.11;1240.15;376040;1-29,39;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;5.52;1375.11;1299.23;74997;1-29,40;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;6.74;1375.11;1282.37;1020670;1-29,41;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;8.06;1375.11;1264.34;775847;1-29,42;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;6.15;1375.11;1290.56;850673;1-29,43;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;6.82;1375.11;1281.28;370024;1-29,44;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;8.37;1375.11;1259.96;579823;1-29,45;1375.11;0
lr109;12R_12V_04F_04M;t1;lr109_t1_12R_12V_04F_04M;600.01;9;0;1;0;5.99;1375.11;1292.78;1464961;1-29,46;1375.11;0
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.03;9;0;1;0;100;714.38;0;49141;1-29,35-45;678.38;0.05306760222883929
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.05;9;0;1;0;100;687.79;0;46488;1-29,35-44,46;678.38;0.01387128158259378
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.03;9;0;1;0;100;709.34;0;47365;1-29,35-43,45-46;678.38;0.045638137916801845
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.03;9;0;1;0;100;683.77;0;39862;1-29,35-42,44-46;678.38;0.007945399333706752
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.05;9;0;1;0;100;678.38;0;40863;1-29,35-41,43-46;678.38;0
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;708.32;0;44618;1-29,35-40,42-46;678.38;0.044134555853651426
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;707.13;0;45834;1-29,35-39,41-46;678.38;0.042380376779975824
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.03;9;0;1;0;100;731.58;0;37563;1-29,35-38,40-46;678.38;0.07842212329372925
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.06;9;0;1;0;100;726.51;0;29921;1-29,35-37,39-46;678.38;0.0709484359798343
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;696.22;0;51467;1-29,35-36,38-46;678.38;0.02629794510451374
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;716.71;0;36109;1-29,35,37-46;678.38;0.056502255373094785
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.06;9;0;1;0;100;694.23;0;44319;1-29,36-46;678.38;0.023364485981308445
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.03;9;0;1;0;100;707.11;0;44277;1-29,35-46;678.38;0.04235089477873761
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;746.25;0;14891;1-29;678.38;0.1000471712019812
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.06;9;0;1;0;100;739.98;0;15459;1-29,35;678.38;0.09080456381379172
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;734.5;0;13485;1-29,36;678.38;0.08272649547451282
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.06;9;0;1;0;100;738.47;0;9996;1-29,37;678.38;0.0885786727203043
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.05;9;0;1;0;100;750.45;0;18361;1-29,38;678.38;0.10623839146201251
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;739.64;0;11466;1-29,39;678.38;0.09030336979274152
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.04;9;0;1;0;100;747.35;0;12793;1-29,40;678.38;0.10166868127008466
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.05;9;0;1;0;100;742.38;0;13617;1-29,41;678.38;0.09434240396238097
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.03;9;0;1;0;100;753.4;0;16217;1-29,42;678.38;0.11058698664465341
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.03;9;0;1;0;100;725.8;0;14392;1-29,43;678.38;0.06990182493587659
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.02;9;0;1;0;100;698.31;0;18140;1-29,44;678.38;0.029378814233910124
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.08;9;0;1;0;100;739.39;0;9728;1-29,45;678.38;0.08993484477726346
lr206;08R_08V_02F_03M;t2;lr206_t2_08R_08V_02F_03M;600.05;9;0;1;0;100;726.02;0;18093;1-29,46;678.38;0.07022612694949731
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;0;1;100;Inf;0;1819;1-29,35-45;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.1;9;0;1;0;100;1196.77;0;2551;1-29,35-44,46;1126.03;0.06282248252710852
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;1;0;100;1175.22;0;2834;1-29,35-43,45-46;1126.03;0.04368444890455854
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.08;9;0;1;0;100;1175.66;0;2730;1-29,35-42,44-46;1126.03;0.04407520225926495
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.14;9;0;1;0;100;1126.03;0;2120;1-29,35-41,43-46;1126.03;0
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.1;9;0;0;1;100;Inf;0;2749;1-29,35-40,42-46;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.09;9;0;1;0;100;1240.47;0;2732;1-29,35-39,41-46;1126.03;0.10163139525589909
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.06;9;0;1;0;100;1182.94;0;2485;1-29,35-38,40-46;1126.03;0.05054039412804284
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.04;9;0;0;1;100;Inf;0;2383;1-29,35-37,39-46;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;1;0;100;1250.95;0;2744;1-29,35-36,38-46;1126.03;0.11093842970435963
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.1;9;0;1;0;100;1144.32;0;2869;1-29,35,37-46;1126.03;0.01624290649449834
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.05;9;0;0;1;100;Inf;0;2050;1-29,36-46;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.15;9;0;1;0;100;1234.29;0;2764;1-29,35-46;1126.03;0.09614308677388701
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.04;9;0;0;1;100;Inf;0;700;1-29;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.07;9;0;0;1;100;Inf;0;1559;1-29,35;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.15;9;0;1;0;100;1250.48;0;2152;1-29,36;1126.03;0.11052103407546872
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.09;9;0;0;1;100;Inf;0;572;1-29,37;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.07;9;0;0;1;100;Inf;0;1544;1-29,38;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.07;9;0;0;1;100;Inf;0;781;1-29,39;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.27;9;0;1;0;100;1382.27;0;797;1-29,40;1126.03;0.22756054456808433
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.16;9;0;1;0;100;1239.86;0;1207;1-29,41;1126.03;0.10108966901414698
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.09;9;0;0;1;100;Inf;0;2084;1-29,42;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.12;9;0;0;1;100;Inf;0;609;1-29,43;1126.03;1
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.15;9;0;1;0;100;1225.24;0;1371;1-29,44;1126.03;0.0881060007282222
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.23;9;0;1;0;100;1217.83;0;1757;1-29,45;1126.03;0.0815253590046446
lr209;10R_10V_04F_03M;t2;lr209_t2_10R_10V_04F_03M;600.01;9;0;0;1;100;Inf;0;2005;1-29,46;1126.03;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.05;9;0;0;1;100;Inf;0;2040;1-29,35-45;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.12;9;0;1;0;100;1231.26;0;2105;1-29,35-44,46;1200.96;0.025229816147082296
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.22;9;0;0;1;100;Inf;0;2144;1-29,35-43,45-46;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.03;9;0;0;1;100;Inf;0;2185;1-29,35-42,44-46;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.06;9;0;0;1;100;Inf;0;2026;1-29,35-41,43-46;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.06;9;0;0;1;100;Inf;0;1903;1-29,35-40,42-46;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.09;9;0;1;0;100;1273.58;0;2215;1-29,35-39,41-46;1200.96;0.06046829203304014
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.11;9;0;1;0;100;1309.21;0;2724;1-29,35-38,40-46;1200.96;0.09013622435385026
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.07;9;0;0;1;100;Inf;0;2084;1-29,35-37,39-46;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.05;9;0;1;0;100;1200.96;0;2343;1-29,35-36,38-46;1200.96;0
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.06;9;0;1;0;100;1239.71;0;1935;1-29,35,37-46;1200.96;0.032265853983479885
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.04;9;0;0;1;100;Inf;0;2750;1-29,36-46;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.02;9;0;0;1;100;Inf;0;2040;1-29,35-46;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.11;9;0;1;0;100;1481.39;0;2133;1-29;1200.96;0.23350486277644555
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.1;9;0;0;1;100;Inf;0;2072;1-29,35;1200.96;1
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.19;9;0;1;0;100;1340.45;0;2543;1-29,36;1200.96;0.11614874766853185
lr209;12R_12V_02F_03M;t2;lr209_t2_12R_12V_02F_03M;600.21;9;0;0;1;100;Inf;0;1740;1-29,37;1200.96;1
