group;name;type;feasible;n_reqs;n_regions;n_machs;n_vehicles_used;n_machines_used;max_max_load_all_vehicles;min_max_load_all_vehicles;mean_max_load_all_vehicles;min_completion_time;max_completion_time;mean_completion_time;avrg_machines_travel_time_with_vehicle;avrg_machines_travel_time_only_with_vehicle;avrg_machines_travel_time_no_vehicle;avrg_vehicles_waiting_time_for_a_machine_travel;avrg_vehicles_waiting_time_for_a_service
10R_10V_02F_03M;lr101;1;1;10;02;03;90;100;60.4651;20.5882;34.719422;41.0609;88.313;57.4841;15.2174;8.6957;6.5217;0;12.4241
10R_10V_02F_03M;lr102;1;1;10;02;03;70;100;60.5263;3.4483;36.444557;34.0827;87.594;54.978;13.1579;8.7719;4.386;0;3.927
10R_10V_02F_03M;lr103;1;1;10;02;03;60;100;100;36.8421;64.39565;34.1255;94.4545;74.6305;12.987;7.215;5.772;0;0
10R_10V_02F_03M;lr104;1;1;10;02;03;60;66.6667;90.9091;17.5;54.010283;49.0739;77.5695;63.5514;15.2174;8.6957;6.5217;0;0
10R_10V_02F_03M;lr105;1;1;10;02;03;80;100;60.4651;3.8462;37.500325;51.642;70.2222;61.5159;18.5185;10.9739;7.5446;0;2.4779
10R_10V_02F_04M;lr101;1;1;10;02;04;90;100;60.4651;20.5882;34.514233;41.0609;88.313;57.2986;10.3261;6.5217;3.8043;0;13.0216
10R_10V_02F_04M;lr102;1;1;10;02;04;70;100;60.4167;5.2632;34.300214;33.8271;87.5789;54.7723;9.8684;6.5789;3.2895;0;3.9271
10R_10V_02F_04M;lr103;1;1;10;02;04;60;75;100;42.1053;63.649217;34.1255;93.4891;73.7677;12.987;7.215;5.772;0;0
10R_10V_02F_04M;lr104;1;1;10;02;04;60;50;75;21.2121;47.939;49.0738;77.5696;63.5514;13.0435;8.6957;4.3478;0;0
10R_10V_02F_04M;lr105;1;1;10;02;04;80;100;58.8235;3.8462;33.220775;51.642;70.2222;61.1358;13.8889;8.2305;5.6584;0;2.5391
10R_10V_04F_03M;lr101;1;1;10;04;03;100;100;76.4706;8.8235;32.90881;43.4372;75.4545;57.99;41.1255;23.088;18.0375;2.4835;11.028
10R_10V_04F_03M;lr102;1;1;10;04;03;60;100;60.5263;8.6207;44.022883;34.1196;87.5362;69.7421;28.3816;18.1159;10.2657;0;0.4987
10R_10V_04F_03M;lr103;1;1;10;04;03;80;100;73.0769;28.125;52.739113;58.5794;97.9524;72.3745;40.3439;25.1323;15.2116;0;0
10R_10V_04F_03M;lr104;1;1;10;04;03;70;100;73.0769;22.5;43.697129;50.4217;97.4391;76.013;37.6812;23.1884;14.4928;0;0
10R_10V_04F_03M;lr105;1;1;10;04;03;100;100;50;5.8824;30.97179;45.1128;72.1654;57.6602;49.4987;31.3283;18.1704;1.3794;2.4024
10R_10V_04F_04M;lr101;1;1;10;04;04;100;100;76.4706;8.8235;32.6602;43.4286;75.7576;57.4649;30.8442;17.316;13.5281;0.5186;11.6397
10R_10V_04F_04M;lr102;1;1;10;04;04;60;100;60.5263;10.4167;47.347017;34.1196;86.4094;69.1371;21.2862;13.587;7.6993;0;0.5041
10R_10V_04F_04M;lr103;1;1;10;04;04;80;100;75;23.6842;49.3595;54.9206;97.9206;71.1944;31.746;18.8492;12.8968;0;0
10R_10V_04F_04M;lr104;1;1;10;04;04;70;100;73.0769;22.5;45.4046;50.3;97.4391;75.6155;28.8043;17.3913;11.413;0;0
10R_10V_04F_04M;lr105;1;1;10;04;04;100;100;76.4706;4.6512;34.31968;43.2293;70.4549;56.5154;35.7143;23.4962;12.218;0;1.5908
12R_12V_02F_03M;lr101;1;1;12;02;03;91.6667;100;76.4706;16.2791;37.061991;26.2702;89.4153;52.7474;21.5054;13.4409;8.0645;2.5687;8.9979
12R_12V_02F_03M;lr102;1;1;12;02;03;66.6667;100;88.4615;4.7619;44.857762;49.4517;91.1042;67.804;14.8005;9.009;5.7915;0;10.4402
12R_12V_02F_03M;lr103;1;1;12;02;03;58.3333;66.6667;100;18.4211;40.988243;46.8739;86.6609;70.6863;21.7391;13.0435;8.6957;0;0
12R_12V_02F_03M;lr104;1;1;12;02;03;58.3333;100;90.9091;7.5;51.893914;41.4494;96.0075;65.3749;14.9813;8.7391;6.2422;0;0.1317
12R_12V_02F_03M;lr105;1;1;12;02;03;66.6667;100;72.4138;18.9655;40.927912;51.0638;90.1574;69.5413;19.8582;11.3475;8.5106;0;2.3238
12R_12V_02F_04M;lr101;1;1;12;02;04;91.6667;100;60.4651;20.5882;35.395982;26.2702;89.4153;52.4018;16.6331;10.0806;6.5524;0;9.5715
12R_12V_02F_04M;lr102;1;1;12;02;04;66.6667;100;73.8095;3.2258;42.306087;48.5444;91.1042;67.4574;10.6178;6.7568;3.861;0;10.4599
12R_12V_02F_04M;lr103;1;1;12;02;04;58.3333;75;100;12.069;43.1245;46.4609;86.6608;69.9459;14.4928;8.6957;5.7971;0;0
12R_12V_02F_04M;lr104;1;1;12;02;04;58.3333;75;84.8485;7.5;46.684129;41.4494;93.8652;64.8796;14.9813;8.7391;6.2422;0;0.1317
12R_12V_02F_04M;lr105;1;1;12;02;04;66.6667;100;87.5;27.5862;40.696375;48.9319;90.1574;68.8202;14.3617;8.5106;5.8511;0;2.3592
12R_12V_04F_03M;lr101;1;1;12;04;03;91.6667;100;76.4706;16.2791;36.256955;24.3097;83.5261;55.77;59.7015;33.5821;26.1194;0.7129;4.6523
12R_12V_04F_03M;lr102;1;1;12;04;03;83.3333;100;59.6154;4.7619;35.02275;37.3498;85.5513;62.0612;57.6679;32.9531;24.7148;0.0129;4.7866
12R_12V_04F_03M;lr103;1;1;12;04;03;66.6667;100;100;23.684;48.116525;60.0391;97.9652;78.9174;47.1014;27.5362;19.5652;0;0.0874
12R_12V_04F_03M;lr104;1;1;12;04;03;75;100;76.9231;5;41.939267;31.7429;85.8964;58.921;41.0714;25;16.0714;0;0.0194
12R_12V_04F_03M;lr105;1;1;12;04;03;91.6667;100;76.3158;4.1667;33.1711;42.8127;79;61.8421;59.0969;33.2005;25.8964;0;1.6501
12R_12V_04F_04M;lr101;1;1;12;04;04;91.6667;100;76.4706;20.5882;35.955618;24.3731;83.5261;54.7734;45.2425;25.1866;20.056;1.7412;4.723
12R_12V_04F_04M;lr102;1;1;12;04;04;83.3333;100;61.9048;3.8462;35.38316;36.289;84.6426;60.4658;39.924;24.7148;15.2091;0;3.7473
12R_12V_04F_04M;lr103;1;1;12;04;04;66.6667;100;100;18.75;44.505725;59.6609;94.8783;77.8147;33.6957;20.6522;13.0435;0;0
12R_12V_04F_04M;lr104;1;1;12;04;04;75;100;62.5;6.0606;37.302511;31.1179;83.55;58.279;32.1429;18.75;13.3929;0;0.0241
12R_12V_04F_04M;lr105;1;1;12;04;04;91.6667;100;54.1667;5.2632;31.753236;42.8127;78.8765;61.1108;47.8088;24.9004;22.9084;0;1.6796
08R_08V_02F_03M;lr201;2;1;08;02;03;25;100;90.3846;86.5385;88.46155;27.166;65.886;46.526;1;0.6667;0.3333;0;18.6914
08R_08V_02F_03M;lr202;2;1;08;02;03;25;100;78.2609;52.6316;65.44625;20.918;50.835;35.8765;1.1667;1;0.1667;0;0.4692
08R_08V_02F_03M;lr203;2;1;08;02;03;25;66.6667;94.1176;25;59.5588;7.768;63.552;35.66;2;1.5;0.5;0;0
08R_08V_02F_03M;lr204;2;1;08;02;03;25;66.6667;84.375;78.125;81.25;22.512;46.045;34.2785;0.75;0.5;0.25;0;0
08R_08V_02F_03M;lr205;2;1;08;02;03;25;66.6667;84.6154;46.5116;65.5635;12.429;61.18;36.8045;2.25;1.5;0.75;0;0
08R_08V_02F_04M;lr201;2;1;08;02;04;25;75;90.3846;86.5385;88.46155;27.097;65.886;46.4915;1;0.6667;0.3333;0;15.1489
08R_08V_02F_04M;lr202;2;1;08;02;04;25;75;78.2609;66.6667;72.4638;20.918;50.6019;35.76;1.3333;1;0.3333;0;0
08R_08V_02F_04M;lr203;2;1;08;02;04;25;50;94.1176;31.8182;62.9679;7.768;63.502;35.635;2;1.5;0.5;0;0
08R_08V_02F_04M;lr204;2;1;08;02;04;25;50;84.375;78.125;81.25;22.512;45.776;34.144;0.75;0.5;0.25;0;0
08R_08V_02F_04M;lr205;2;1;08;02;04;25;50;84.6154;46.5116;65.5635;12.429;60.523;36.476;2.25;1.5;0.75;0;0
08R_08V_04F_03M;lr201;2;1;08;04;03;25;100;90.3846;86.5385;88.46155;35.13;79.167;57.1485;4.1667;3.3333;0.8333;0;10.9654
08R_08V_04F_03M;lr202;2;1;08;04;03;25;100;94.7368;34.7826;64.7597;10.927;77.663;44.295;4.1667;3.3333;0.8333;0;0
08R_08V_04F_03M;lr203;2;1;08;04;03;25;100;97.0588;89.2857;93.17225;28.975;61.237;45.106;5.3333;3;2.3333;3.1215;5.1284
08R_08V_04F_03M;lr204;2;1;08;04;03;25;100;84.375;78.125;81.25;39.867;45.107;42.487;3.6667;2.3333;1.3333;0;0
08R_08V_04F_03M;lr205;2;1;08;04;03;25;100;90.3846;88.4615;89.42305;38.471;53.516;45.9935;4.5;3;1.5;0;0
08R_08V_04F_04M;lr201;2;1;08;04;04;25;100;90.3846;86.5385;88.46155;34.465;79.167;56.816;3.125;2.5;0.625;0;10.9654
08R_08V_04F_04M;lr202;2;1;08;04;04;25;75;78.2609;53.3333;65.7971;10.927;77.142;44.0345;4.5;3.3333;1.1667;0;0
08R_08V_04F_04M;lr203;2;1;08;04;04;25;75;97.0588;89.2857;93.17225;28.975;61.237;45.106;6;3;3;0.5626;3.7624
08R_08V_04F_04M;lr204;2;1;08;04;04;25;100;84.375;65.7895;75.08225;39.598;44.776;42.187;2.875;1.75;1.125;0;0
08R_08V_04F_04M;lr205;2;1;08;04;04;25;75;96.1538;88.4615;92.30765;36.337;56.079;46.208;3.1667;2.3333;0.8333;0;0
10R_10V_02F_03M;lr201;2;1;10;02;03;30;100;100;36.5382;78.846067;10.8382;72.609;33.7767;2.5;1.6667;0.8333;0.8585;8.8712
10R_10V_02F_03M;lr202;2;1;10;02;03;30;100;94.7368;43.4783;67.086167;15.7129;42.666;30.3616;1.5;1;0.5;0.1172;1.625
10R_10V_02F_03M;lr203;2;1;10;02;03;30;100;97.9167;18.4211;65.216033;7.768;62.279;30.6193;2;1.3333;0.6667;0;0.1038
10R_10V_02F_03M;lr204;2;1;10;02;03;20;66.6667;100;90.625;95.3125;36.936;41.476;39.206;1.75;1;0.75;0;0
10R_10V_02F_03M;lr205;2;1;10;02;03;20;66.6667;88.4615;78.8461;83.6538;21.61;64.519;43.0645;2;1.5;0.5;0;3.9647
10R_10V_02F_04M;lr201;2;1;10;02;04;30;100;100;55.8819;79.524733;10.838;72.609;33.7767;1.75;1.25;0.5;1.2092;6.7846
10R_10V_02F_04M;lr202;2;1;10;02;04;30;50;78.2609;43.4782;61.594167;15.7128;42.666;30.3415;1.75;1.5;0.25;0;0
10R_10V_02F_04M;lr203;2;1;10;02;04;30;50;81.5789;18.4211;59.027767;7.768;59.189;29.9207;3.25;2.5;0.75;0;0
10R_10V_02F_04M;lr204;2;1;10;02;04;20;50;89.4737;84.3749;86.9243;26.4889;47.192;36.8405;1.75;1;0.75;0;0
10R_10V_02F_04M;lr205;2;1;10;02;04;20;50;95.3488;88.4615;91.90515;20.986;64.5189;42.7525;2;1.5;0.5;1e-4;2.855
10R_10V_04F_03M;lr201;2;1;10;04;03;40;100;90.3846;26.4706;59.021475;13.14;68.71;31.2607;6;5;1;0.0378;6.1654
10R_10V_04F_03M;lr202;2;1;10;04;03;40;100;94.7367;53.3333;75.003775;15.764;62.144;32.0864;6.1667;4.3333;1.8333;0.14;0
10R_10V_04F_03M;lr203;2;1;10;04;03;20;100;84.4828;71.0526;77.7677;22.932;80.025;51.4785;4.5;2.6667;1.8333;0;0
10R_10V_04F_03M;lr204;2;0;10;04;03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10R_10V_04F_03M;lr205;2;1;10;04;03;20;66.6667;96.1538;95.3488;95.7513;36.07;68.395;52.2325;5;4.5;0.5;0;2.6932
10R_10V_04F_04M;lr201;2;1;10;04;04;40;100;100;26.4706;63.348425;13.028;68.71;31.1602;5.625;3.75;1.875;1.5504;5.6338
10R_10V_04F_04M;lr202;2;1;10;04;04;50;75;94.7368;41.3043;71.81692;16.708;32.512;25.4742;7;5;2;0;0
10R_10V_04F_04M;lr203;2;1;10;04;04;40;100;91.6667;34.2105;68.503275;10.317;60.569;29.6558;5.25;3;2.25;1.8574;0.8796
10R_10V_04F_04M;lr204;2;0;10;04;04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
10R_10V_04F_04M;lr205;2;1;10;04;04;20;75;84.6154;59.6154;72.1154;38.773;64.828;51.8005;3;2.3333;0.6667;0;0
12R_12V_02F_03M;lr201;2;1;12;02;03;25;100;88.3721;86.5385;87.1497;19.207;81.018;49.155;1.3333;1;0.3333;4.072;13.5539
12R_12V_02F_03M;lr202;2;1;12;02;03;16.6667;100;78.2609;78.2609;78.2609;35.719;62.793;49.256;1.3333;1;0.3333;0;0.6099
12R_12V_02F_03M;lr203;2;1;12;02;03;25;66.6667;77.0833;14.5833;55.8429;21.068;50.798;31.441;2.75;1.5;1.25;0;0
12R_12V_02F_03M;lr204;2;1;12;02;03;25;100;96.1538;81.25;89.903833;22.538;42.971;32.609;1.6667;1;0.6667;0;0
12R_12V_02F_03M;lr205;2;1;12;02;03;25;100;95.8333;77.0833;86.1111;20.054;48.883;35.7367;2;1.3333;0.6667;0;7.2181
12R_12V_02F_04M;lr201;2;1;12;02;04;25;75;90.3846;82.6923;87.149667;27.042;68.619;48.6593;2.1667;1.3333;0.8333;1.8294;14.59
12R_12V_02F_04M;lr202;2;1;12;02;04;25;100;96.6667;76.087;83.671533;16.798;41.386;32.4997;1.625;1;0.625;0;0.037
12R_12V_02F_04M;lr203;2;1;12;02;04;25;50;97.3684;18.4211;69.152067;20.711;51.019;31.3957;2.75;1.5;1.25;0;2.5679
12R_12V_02F_04M;lr204;2;1;12;02;04;25;75;100;84.375;92.1601;27.994;35.564;32.7827;1.3333;1;0.3333;0;0
12R_12V_02F_04M;lr205;2;1;12;02;04;16.6667;75;77.5862;74.1379;75.86205;52.643;53.911;53.277;2.1667;1.3333;0.8333;0;3.9155
12R_12V_04F_03M;lr201;2;1;12;04;03;33.3333;100;86.5385;50;74.038475;16.327;70.091;40.817;7.6667;5;2.6667;0.8774;7.5562
12R_12V_04F_03M;lr202;2;1;12;04;03;33.3333;100;96.6667;34.7826;75.568275;15.844;62.914;32.1963;6.6667;3.6667;3;0;0
12R_12V_04F_03M;lr203;2;0;12;04;03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12R_12V_04F_03M;lr204;2;0;12;04;03;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12R_12V_04F_03M;lr205;2;1;12;04;03;25;100;100;81.0345;90.1694;34.563;48.314;43.2703;7.1667;4.3333;2.8333;0;0
12R_12V_04F_04M;lr201;2;1;12;04;04;25;100;86.5385;50;73.717967;16.327;72.601;52.259;6;3.5;2.5;3.1423;9.0382
12R_12V_04F_04M;lr202;2;0;12;04;04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12R_12V_04F_04M;lr203;2;0;12;04;04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12R_12V_04F_04M;lr204;2;0;12;04;04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
12R_12V_04F_04M;lr205;2;1;12;04;04;33.3333;100;89.6552;76.3158;83.71615;17.679;56.113;32.105;5.625;3.5;2.125;0;0.0233
