full_name;type;alpha;feasible;minrpd;meanrpd;maxrpd
lr208_t2_12R_12V_02I_03M;t2;0.15;0;1.78893024372673;3.96472832539587;5.28674910953696
lr208_t2_12R_12V_02I_03M;t2;0.2;0;0;3.49608463067462;4.94123610944357
lr209_t2_08R_08V_02I_03M;t2;0.05;0;0;0.037550140481702;0.751002809634041
lr209_t2_08R_08V_02I_03M;t2;0.1;0;0;0.17326076584616;1.40304995493984
lr209_t2_08R_08V_02I_03M;t2;0.15;0;0;0.482232157056779;1.40304995493984
lr209_t2_08R_08V_02I_03M;t2;0.2;0;0;0.514834514322069;1.40304995493984
lr209_t2_08R_08V_04I_03M;t2;0.05;0;0;0;0
lr209_t2_08R_08V_04I_03M;t2;0.1;0;0;0.018118834009132;0.215510360461036
lr209_t2_08R_08V_04I_03M;t2;0.15;0;0;0.018118834009132;0.215510360461036
lr209_t2_08R_08V_04I_03M;t2;0.2;0;0;0.0354394814980369;0.199546630056512
